1-506071646,Awaiting Assignment/Queued,2011-03-24 13:20:46
1-506071646,In Progress/Accepted,2011-03-24 17:50:30
1-506071646,Awaiting Assignment/Queued,2011-03-24 17:54:55
1-506071646,In Progress/Accepted,2011-05-04 17:36:03
1-506071646,Awaiting Assignment/Queued,2011-05-23 13:52:07
1-506071646,In Progress/Accepted,2011-05-24 14:02:14
1-506071646,Wait - User/Accepted,2011-05-24 16:16:36
1-506071646,In Progress/Accepted,2011-05-25 15:25:09
1-506071646,In Progress/Accepted,2011-05-26 13:52:07
1-506071646,Wait - User/Accepted,2011-05-26 15:20:06
1-506071646,In Progress/Accepted,2011-05-26 15:21:36
1-506071646,Awaiting Assignment/Queued,2011-05-26 15:21:59
1-506071646,In Progress/Accepted,2011-07-20 14:55:42
1-506071646,In Progress/Accepted,2012-05-04 08:00:07
1-506071646,Resolved/Completed,2012-05-04 08:01:21
1-506071646,Closed/Completed,2012-05-12 00:21:30
1-512795200,In Progress/Accepted,2011-04-04 15:51:24
1-512795200,In Progress/Accepted,2011-04-04 15:52:15
1-512795200,Awaiting Assignment/Queued,2011-04-04 15:58:11
1-512795200,In Progress/Accepted,2011-04-04 16:11:27
1-512795200,Assigned/Accepted,2011-04-04 16:11:37
1-512795200,In Progress/Accepted,2011-04-04 16:18:04
1-512795200,Wait - User/Accepted,2011-04-04 16:24:46
1-512795200,Resolved/Completed,2011-04-08 10:42:53
1-512795200,Assigned/Accepted,2011-04-11 17:53:52
1-512795200,In Progress/Accepted,2011-04-11 17:56:47
1-512795200,Awaiting Assignment/Queued,2011-04-11 17:57:06
1-512795200,In Progress/Accepted,2011-04-12 07:21:26
1-512795200,Assigned/Accepted,2011-04-12 07:22:36
1-512795200,In Progress/Accepted,2011-04-12 08:12:13
1-512795200,Wait - User/Accepted,2011-04-12 08:12:19
1-512795200,In Progress/Accepted,2011-05-31 09:39:43
1-512795200,Wait - User/Accepted,2011-05-31 09:39:48
1-512795200,Assigned/Accepted,2011-10-28 14:22:35
1-512795200,In Progress/Accepted,2011-10-31 08:06:01
1-512795200,Wait - User/Accepted,2011-10-31 08:06:05
1-512795200,Assigned/Accepted,2011-12-09 11:24:12
1-512795200,In Progress/Accepted,2011-12-09 15:00:24
1-512795200,Wait - User/Accepted,2011-12-09 15:00:29
1-512795200,In Progress/Accepted,2012-03-12 10:03:11
1-512795200,Wait - User/Accepted,2012-03-12 10:03:15
1-512795200,Assigned/Accepted,2012-03-19 13:15:59
1-512795200,In Progress/Accepted,2012-03-19 14:21:01
1-512795200,Assigned/Accepted,2012-03-19 14:23:52
1-512795200,In Progress/Accepted,2012-03-20 09:32:27
1-512795200,Wait - User/Accepted,2012-03-20 09:32:53
1-512795200,Resolved/Completed,2012-05-02 15:01:42
1-512795200,Closed/Completed,2012-05-10 00:20:47
1-516553982,In Progress/Accepted,2011-04-13 15:04:32
1-516553982,In Progress/Accepted,2011-04-13 15:05:38
1-516553982,Awaiting Assignment/Queued,2011-04-13 15:12:39
1-516553982,In Progress/Accepted,2011-04-19 13:23:12
1-516553982,Awaiting Assignment/Queued,2011-04-19 13:27:05
1-516553982,In Progress/Accepted,2011-04-19 13:57:53
1-516553982,Wait - User/Accepted,2011-04-19 14:01:16
1-516553982,In Progress/Accepted,2011-04-22 10:29:18
1-516553982,Wait - User/Accepted,2011-04-22 10:30:27
1-516553982,In Progress/Accepted,2011-04-27 17:38:48
1-516553982,Awaiting Assignment/Queued,2011-04-27 17:42:38
1-516553982,In Progress/Accepted,2011-04-28 10:06:05
1-516553982,Awaiting Assignment/Queued,2011-04-28 10:07:04
1-516553982,In Progress/Accepted,2011-04-28 11:02:04
1-516553982,Awaiting Assignment/Queued,2011-04-28 11:08:04
1-516553982,In Progress/Accepted,2011-05-11 14:31:55
1-516553982,Awaiting Assignment/Queued,2011-07-27 13:28:46
1-516553982,In Progress/Accepted,2011-08-16 16:42:06
1-516553982,In Progress/Accepted,2012-05-04 08:01:57
1-516553982,Resolved/Completed,2012-05-04 08:02:52
1-516553982,Closed/Completed,2012-05-12 00:21:30
1-522528740,In Progress/Accepted,2011-05-03 08:42:21
1-522528740,In Progress/Accepted,2011-05-03 08:42:31
1-522528740,Awaiting Assignment/Queued,2011-05-03 08:46:47
1-522528740,In Progress/Accepted,2011-05-03 09:44:47
1-522528740,Awaiting Assignment/Queued,2011-05-03 09:45:41
1-522528740,In Progress/Accepted,2011-05-03 11:05:52
1-522528740,Assigned/Accepted,2011-05-03 11:05:57
1-522528740,In Progress/Accepted,2011-05-03 12:20:46
1-522528740,Awaiting Assignment/Queued,2011-05-03 12:24:45
1-522528740,In Progress/Accepted,2011-05-11 14:39:42
1-522528740,Wait - Implementation/Accepted,2012-04-04 14:56:22
1-522528740,In Progress/Accepted,2012-05-04 08:03:26
1-522528740,Resolved/Completed,2012-05-04 08:06:01
1-522528740,Closed/Completed,2012-05-12 00:21:29
1-523391859,In Progress/Accepted,2011-05-05 14:47:54
1-523391859,In Progress/Accepted,2011-05-05 14:48:38
1-523391859,Wait - Vendor/Accepted,2011-05-05 15:01:23
1-523391859,In Progress/Accepted,2011-05-05 18:21:53
1-523391859,Wait - User/Accepted,2011-08-09 19:34:05
1-523391859,In Progress/Accepted,2012-03-07 15:26:40
1-523391859,Resolved/Completed,2012-05-03 13:49:21
1-523391859,Closed/Completed,2012-05-04 00:21:11
1-529067006,In Progress/Accepted,2011-05-26 14:57:29
1-529067006,In Progress/Accepted,2011-05-26 14:57:50
1-529067006,Awaiting Assignment/Queued,2011-05-26 15:07:31
1-529067006,In Progress/Accepted,2011-05-30 11:44:09
1-529067006,Awaiting Assignment/Queued,2011-05-30 11:46:01
1-529067006,In Progress/Accepted,2011-05-30 12:47:27
1-529067006,Wait - User/Accepted,2011-05-30 12:49:28
1-529067006,In Progress/Accepted,2011-05-31 06:30:30
1-529067006,Awaiting Assignment/Queued,2011-05-31 06:31:53
1-529067006,In Progress/Accepted,2011-05-31 09:02:29
1-529067006,Awaiting Assignment/Queued,2011-05-31 09:15:32
1-529067006,In Progress/Accepted,2011-05-31 09:16:56
1-529067006,Awaiting Assignment/Queued,2011-05-31 09:21:50
1-529067006,In Progress/Accepted,2011-07-06 15:51:06
1-529067006,Assigned/Accepted,2011-07-06 15:51:08
1-529067006,In Progress/Accepted,2011-07-20 13:39:07
1-529067006,In Progress/Accepted,2012-05-04 08:20:17
1-529067006,Resolved/Completed,2012-05-04 08:21:09
1-529067006,Closed/Completed,2012-05-12 00:21:29
1-529096847,In Progress/Accepted,2011-05-26 17:01:53
1-529096847,In Progress/Accepted,2011-05-26 17:02:23
1-529096847,Awaiting Assignment/Queued,2011-05-26 17:10:38
1-529096847,In Progress/Accepted,2011-05-30 11:46:17
1-529096847,Awaiting Assignment/Queued,2011-05-30 11:48:32
1-529096847,In Progress/Accepted,2011-05-30 11:52:42
1-529096847,Wait - User/Accepted,2011-05-30 11:57:50
1-529096847,In Progress/Accepted,2011-05-31 13:01:27
1-529096847,Awaiting Assignment/Queued,2011-05-31 13:03:30
1-529096847,In Progress/Accepted,2011-06-01 08:52:10
1-529096847,Assigned/Accepted,2011-06-01 08:52:25
1-529096847,In Progress/Accepted,2011-06-01 10:36:51
1-529096847,Awaiting Assignment/Queued,2011-06-01 10:37:06
1-529096847,In Progress/Accepted,2011-06-01 10:38:08
1-529096847,Wait - User/Accepted,2011-06-01 10:41:39
1-529096847,In Progress/Accepted,2011-06-01 11:09:35
1-529096847,Wait - User/Accepted,2011-06-01 11:11:02
1-529096847,In Progress/Accepted,2011-06-01 11:11:09
1-529096847,Awaiting Assignment/Queued,2011-06-01 11:11:26
1-529096847,In Progress/Accepted,2011-06-01 12:07:38
1-529096847,Assigned/Accepted,2011-06-01 12:07:50
1-529096847,In Progress/Accepted,2011-07-11 10:36:40
1-529096847,Awaiting Assignment/Queued,2011-07-11 10:58:50
1-529096847,In Progress/Accepted,2011-07-11 11:06:14
1-529096847,Assigned/Accepted,2011-07-11 11:06:18
1-529096847,In Progress/Accepted,2011-07-11 11:14:25
1-529096847,Wait - User/Accepted,2011-07-11 11:21:28
1-529096847,Wait - User/Accepted,2011-07-14 10:58:50
1-529096847,Wait - User/Accepted,2011-07-15 09:22:05
1-529096847,Wait - User/Accepted,2011-07-18 09:22:10
1-529096847,In Progress/Accepted,2011-07-25 13:43:58
1-529096847,Wait/Accepted,2011-07-25 13:44:03
1-529096847,In Progress/Accepted,2011-08-31 10:39:40
1-529096847,Awaiting Assignment/Queued,2011-08-31 10:41:40
1-529096847,In Progress/Accepted,2011-08-31 13:39:45
1-529096847,Awaiting Assignment/Queued,2011-08-31 13:40:02
1-529096847,In Progress/Accepted,2011-08-31 13:42:35
1-529096847,Awaiting Assignment/Queued,2011-08-31 13:51:27
1-529096847,In Progress/Accepted,2011-08-31 15:30:39
1-529096847,Awaiting Assignment/Queued,2011-08-31 15:30:52
1-529096847,In Progress/Accepted,2011-08-31 15:35:34
1-529096847,Wait - User/Accepted,2011-08-31 15:38:36
1-529096847,In Progress/Accepted,2011-08-31 15:49:06
1-529096847,Awaiting Assignment/Queued,2011-08-31 15:50:41
1-529096847,In Progress/Accepted,2011-08-31 16:41:51
1-529096847,Awaiting Assignment/Queued,2011-08-31 16:43:59
1-529096847,In Progress/Accepted,2011-08-31 16:46:46
1-529096847,Awaiting Assignment/Queued,2011-08-31 16:49:16
1-529096847,In Progress/Accepted,2011-09-16 17:00:17
1-529096847,In Progress/Accepted,2012-05-04 08:24:21
1-529096847,Resolved/Completed,2012-05-04 08:25:13
1-529096847,Closed/Completed,2012-05-12 00:21:29
1-530458987,In Progress/Accepted,2011-06-01 08:55:53
1-530458987,In Progress/Accepted,2011-06-01 08:58:17
1-530458987,Awaiting Assignment/Queued,2011-06-01 09:02:37
1-530458987,In Progress/Accepted,2011-06-06 13:51:13
1-530458987,Awaiting Assignment/Queued,2011-06-06 14:21:04
1-530458987,In Progress/Accepted,2011-06-07 13:04:41
1-530458987,Wait - User/Accepted,2011-06-07 13:08:14
1-530458987,Wait - User/Accepted,2011-06-09 14:21:05
1-530458987,In Progress/Accepted,2011-06-10 10:19:23
1-530458987,Awaiting Assignment/Queued,2011-06-10 10:21:07
1-530458987,In Progress/Accepted,2011-06-14 11:36:29
1-530458987,Awaiting Assignment/Queued,2011-06-14 15:06:36
1-530458987,In Progress/Accepted,2011-06-15 10:14:27
1-530458987,Wait - User/Accepted,2011-06-15 10:25:57
1-530458987,In Progress/Accepted,2011-06-15 13:55:06
1-530458987,Awaiting Assignment/Queued,2011-06-15 13:57:08
1-530458987,In Progress/Accepted,2011-06-16 10:43:41
1-530458987,Assigned/Accepted,2011-06-16 10:44:53
1-530458987,In Progress/Accepted,2011-06-22 16:38:39
1-530458987,Awaiting Assignment/Queued,2011-06-22 16:39:48
1-530458987,In Progress/Accepted,2011-06-22 17:22:56
1-530458987,Awaiting Assignment/Queued,2011-06-22 17:26:25
1-530458987,In Progress/Accepted,2011-07-06 15:48:02
1-530458987,Assigned/Accepted,2011-07-06 15:48:05
1-530458987,In Progress/Accepted,2011-07-20 13:34:41
1-530458987,Resolved/Completed,2012-04-06 10:12:33
1-530458987,In Progress/Accepted,2012-04-06 10:13:09
1-530458987,Wait/Accepted,2012-04-06 10:13:14
1-530458987,In Progress/Accepted,2012-05-04 08:25:45
1-530458987,Resolved/Completed,2012-05-04 08:26:18
1-530458987,Closed/Completed,2012-05-12 00:21:29
1-530772502,In Progress/Accepted,2011-06-02 08:22:45
1-530772502,In Progress/Accepted,2011-06-02 08:23:13
1-530772502,Awaiting Assignment/Queued,2011-06-02 08:36:23
1-530772502,In Progress/Accepted,2011-06-06 12:16:57
1-530772502,Awaiting Assignment/Queued,2011-06-06 12:17:50
1-530772502,In Progress/Accepted,2011-06-06 13:06:29
1-530772502,Awaiting Assignment/Queued,2011-06-06 13:08:54
1-530772502,In Progress/Accepted,2011-07-06 15:47:36
1-530772502,Assigned/Accepted,2011-07-06 15:47:39
1-530772502,In Progress/Accepted,2011-07-20 13:31:33
1-530772502,Awaiting Assignment/Queued,2012-04-19 17:05:54
1-530772502,In Progress/Accepted,2012-05-04 08:26:59
1-530772502,Resolved/Completed,2012-05-04 08:27:21
1-530772502,Closed/Completed,2012-05-12 00:21:29
1-530838254,In Progress/Accepted,2011-06-02 16:17:44
1-530838254,In Progress/Accepted,2011-06-02 16:24:37
1-530838254,Awaiting Assignment/Queued,2011-06-02 16:28:48
1-530838254,In Progress/Accepted,2011-06-06 11:54:51
1-530838254,Awaiting Assignment/Queued,2011-06-06 11:57:46
1-530838254,In Progress/Accepted,2011-06-06 12:23:05
1-530838254,Wait - User/Accepted,2011-06-06 12:25:31
1-530838254,Awaiting Assignment/Queued,2011-06-07 15:31:26
1-530838254,Awaiting Assignment/Queued,2011-06-07 15:31:27
1-530838254,In Progress/Accepted,2011-06-07 18:40:40
1-530838254,Wait/Accepted,2011-06-07 18:40:42
1-530838254,In Progress/Accepted,2011-07-06 15:45:09
1-530838254,Resolved/Completed,2011-07-06 15:45:50
1-530838254,Awaiting Assignment/Queued,2011-07-06 17:35:36
1-530838254,In Progress/Accepted,2011-07-06 17:51:44
1-530838254,Awaiting Assignment/Queued,2011-07-06 17:53:49
1-530838254,In Progress/Accepted,2011-07-06 17:53:53
1-530838254,Awaiting Assignment/Queued,2011-07-06 17:54:21
1-530838254,In Progress/Accepted,2011-07-07 08:54:32
1-530838254,Assigned/Accepted,2011-07-07 09:12:26
1-530838254,In Progress/Accepted,2011-07-07 14:25:52
1-530838254,Awaiting Assignment/Queued,2011-07-07 14:25:59
1-530838254,In Progress/Accepted,2011-07-07 14:26:47
1-530838254,Assigned/Accepted,2011-07-07 14:27:57
1-530838254,In Progress/Accepted,2011-07-07 15:49:37
1-530838254,Wait - User/Accepted,2011-07-07 15:58:09
1-530838254,Awaiting Assignment/Queued,2011-07-08 12:31:55
1-530838254,In Progress/Accepted,2011-07-08 13:16:14
1-530838254,Awaiting Assignment/Queued,2011-07-08 13:17:18
1-530838254,In Progress/Accepted,2011-07-08 13:17:21
1-530838254,Assigned/Accepted,2011-07-08 13:17:25
1-530838254,In Progress/Accepted,2011-07-11 10:55:00
1-530838254,Awaiting Assignment/Queued,2011-07-11 13:32:37
1-530838254,In Progress/Accepted,2011-07-11 13:41:23
1-530838254,Assigned/Accepted,2011-07-11 13:43:21
1-530838254,Assigned/Accepted,2011-07-14 13:32:37
1-530838254,In Progress/Accepted,2011-07-18 16:01:05
1-530838254,Awaiting Assignment/Queued,2011-07-18 16:01:42
1-530838254,In Progress/Accepted,2011-08-16 16:33:46
1-530838254,Wait/Accepted,2012-04-06 10:18:12
1-530838254,In Progress/Accepted,2012-05-04 08:27:48
1-530838254,Resolved/Completed,2012-05-04 08:28:43
1-530838254,Closed/Completed,2012-05-12 00:21:28
1-532109338,In Progress/Accepted,2011-06-08 13:58:15
1-532109338,In Progress/Accepted,2011-06-08 13:58:20
1-532109338,Awaiting Assignment/Queued,2011-06-08 14:02:01
1-532109338,In Progress/Accepted,2011-06-08 16:20:33
1-532109338,Awaiting Assignment/Queued,2011-06-08 16:21:14
1-532109338,In Progress/Accepted,2011-06-08 16:55:56
1-532109338,Awaiting Assignment/Queued,2011-06-09 09:34:50
1-532109338,In Progress/Accepted,2011-06-09 11:19:26
1-532109338,Wait - User/Accepted,2011-06-09 11:21:37
1-532109338,Awaiting Assignment/Queued,2011-06-09 17:54:41
1-532109338,In Progress/Accepted,2011-06-10 15:16:38
1-532109338,Awaiting Assignment/Queued,2011-06-10 15:29:07
1-532109338,In Progress/Accepted,2011-06-10 15:29:59
1-532109338,Awaiting Assignment/Queued,2011-06-10 15:31:48
1-532109338,In Progress/Accepted,2011-07-06 15:45:53
1-532109338,Assigned/Accepted,2011-07-06 15:45:56
1-532109338,In Progress/Accepted,2011-07-20 13:30:13
1-532109338,Wait/Accepted,2012-04-06 10:09:19
1-532109338,In Progress/Accepted,2012-05-04 08:29:15
1-532109338,Resolved/Completed,2012-05-04 08:30:26
1-532109338,Closed/Completed,2012-05-12 00:21:28
1-536444735,In Progress/Accepted,2011-06-24 13:23:13
1-536444735,In Progress/Accepted,2011-06-24 13:23:15
1-536444735,Awaiting Assignment/Queued,2011-06-24 13:25:58
1-536444735,In Progress/Accepted,2011-06-24 13:46:34
1-536444735,Awaiting Assignment/Queued,2011-06-24 14:37:42
1-536444735,In Progress/Accepted,2011-06-24 15:08:11
1-536444735,Awaiting Assignment/Queued,2011-06-24 15:10:52
1-536444735,In Progress/Accepted,2011-07-06 15:40:51
1-536444735,Assigned/Accepted,2011-07-06 15:40:55
1-536444735,In Progress/Accepted,2011-07-20 13:23:24
1-536444735,Wait/Accepted,2012-04-06 10:20:07
1-536444735,In Progress/Accepted,2012-05-04 08:31:16
1-536444735,Resolved/Completed,2012-05-04 08:31:48
1-536444735,Closed/Completed,2012-05-12 00:21:28
1-536481337,In Progress/Accepted,2011-06-24 14:58:54
1-536481337,In Progress/Accepted,2011-06-24 14:58:56
1-536481337,Awaiting Assignment/Queued,2011-06-24 15:02:31
1-536481337,In Progress/Accepted,2011-06-24 15:42:25
1-536481337,Awaiting Assignment/Queued,2011-06-27 09:34:41
1-536481337,In Progress/Accepted,2011-06-27 09:41:23
1-536481337,Wait - User/Accepted,2011-06-27 09:45:13
1-536481337,In Progress/Accepted,2011-06-27 09:48:50
1-536481337,Awaiting Assignment/Queued,2011-06-27 10:05:48
1-536481337,In Progress/Accepted,2011-06-27 11:24:37
1-536481337,Awaiting Assignment/Queued,2011-06-27 11:32:59
1-536481337,In Progress/Accepted,2011-06-27 11:54:24
1-536481337,Awaiting Assignment/Queued,2011-06-27 11:59:32
1-536481337,In Progress/Accepted,2011-07-06 15:39:12
1-536481337,Assigned/Accepted,2011-07-06 15:39:30
1-536481337,In Progress/Accepted,2011-07-20 14:53:58
1-536481337,Wait/Accepted,2012-04-06 10:14:17
1-536481337,In Progress/Accepted,2012-05-04 08:32:16
1-536481337,Resolved/Completed,2012-05-04 08:32:47
1-536481337,Closed/Completed,2012-05-12 00:21:28
1-537219938,In Progress/Accepted,2011-06-28 11:35:39
1-537219938,In Progress/Accepted,2011-06-28 11:35:57
1-537219938,Awaiting Assignment/Queued,2011-06-28 11:50:20
1-537219938,In Progress/Accepted,2011-06-28 11:58:24
1-537219938,Awaiting Assignment/Queued,2011-06-28 11:59:36
1-537219938,In Progress/Accepted,2011-06-28 17:45:50
1-537219938,Awaiting Assignment/Queued,2011-06-28 17:46:58
1-537219938,In Progress/Accepted,2011-06-29 09:47:40
1-537219938,Awaiting Assignment/Queued,2011-06-29 09:48:21
1-537219938,In Progress/Accepted,2011-06-29 09:51:19
1-537219938,In Progress/Accepted,2011-07-02 09:48:21
1-537219938,Awaiting Assignment/Queued,2011-09-20 16:27:24
1-537219938,In Progress/Accepted,2012-04-18 15:25:03
1-537219938,Awaiting Assignment/Queued,2012-04-18 15:26:29
1-537219938,In Progress/Accepted,2012-05-02 14:34:18
1-537219938,Awaiting Assignment/Queued,2012-05-02 14:35:45
1-537219938,In Progress/Accepted,2012-05-04 11:46:38
1-537219938,Resolved/Completed,2012-05-04 11:46:58
1-537219938,Closed/Completed,2012-05-12 00:21:28
1-540390551,In Progress/Accepted,2011-07-11 08:20:50
1-540390551,In Progress/Accepted,2011-07-11 08:20:55
1-540390551,Awaiting Assignment/Queued,2011-07-11 08:28:43
1-540390551,In Progress/Accepted,2011-07-11 08:28:45
